Item1,Item2.X,Item2.Y
49451221.632,792.9866,156.9677
49451246.1056,790.5979,157.4943
49451272.0256,790.1307,159.7444
49451303.7312,791.563,154.3816
49451346.6496,793.7612,153.2954
49451379.904,792.0517,154.0278
49451410.9952,792.0517,154.0278
49451433.2544,789.5125,159.8409
49451458.7776,790.2203,153.7477
49451506.368,787.3184,157.9007
49451539.6736,790.7085,155.2097
49451587.5584,789.1544,155.0731
49451619.264,789.1544,155.0731
49451641.5232,791.835,155.7173
49451668.3392,792.1505,154.7619
49451699.8784,792.4664,157.3949
49451748.0064,791.4254,155.2439
49451781.3632,789.3105,157.1714
49451814.6944,789.3105,157.1714
49451836.2368,793.3588,152.1452
49451864.0768,791.7083,155.0325
49451907.8784,791.2385,155.5575
49451940.0448,790.9048,156.1781
49451987.392,791.9193,154.5955
49452021.056,791.9193,154.5955
49452047.552,791.0313,156.7596
49452071.9744,792.2663,156.5675
49452100.4416,792.1372,154.8999
49452147.5328,791.0007,154.7151
49452180.1728,790.0938,157.8774
49452212.3904,790.0938,157.8774
49452238.3872,789.4665,159.0301
49452261.1584,790.5997,155.991
49452309.1712,791.543,159.9114
49452341.7984,788.8237,160.4602
49452387.4176,792.3654,153.6125
49452420.6208,792.3654,153.6125
49452444.096,791.9036,158.441
49452469.6832,793.3517,160.4403
49452501.4272,792.1362,159.8303
49452547.6992,791.7508,155.6761
49452581.0432,792.8408,153.488
49452613.8368,792.8408,153.488
49452639.296,792.3535,157.5106
49452662.2592,791.1678,156.8276
49452708.9024,791.8068,158.9889
49452740.224,792.2029,159.2698
49452788.2112,791.7672,159.0244
49452820.8128,791.7672,159.0244
49452842.0224,791.5203,159.3834
49452870.016,791.8699,160.4265
49452901.4656,791.9297,159.1495
49452948.9792,791.8862,158.3139
49452982.5152,792.4489,158.5137
49453012.3264,792.4489,158.5137
49453036.032,791.4529,156.5936
49453062.4896,792.5751,159.5951
49453108.2624,790.2462,162.2684
49453141.8624,790.3655,159.5332
49453187.584,795.252,150.6208
49453221.2096,795.252,150.6208
49453242.9568,794.4839,159.1077
49453271.1808,794.1496,153.2701
49453302.528,791.3342,153.7987
49453348.0832,787.7991,162.7394
49453380.4928,793.1251,156.9981
49453413.9136,793.1251,156.9981
49453438.0032,792.6953,157.8477
49453466.1632,792.4152,157.9423
49453508.4032,791.3889,159.4513
49453541.376,791.9791,159.8133
49453588.6208,794.0438,152.7086
49453620.4544,794.0438,152.7086
49453644.7104,793.399,151.5614
49453674.4448,793.7857,153.7101
49453701.4656,793.0441,156.3757
49453748.4416,794.3292,158.302
49453781.1584,790.6979,157.4351
49453813.76,790.6979,157.4351
49453836.096,791.2908,156.0178
49453869.2608,792.5176,154.8082
49453912.4224,791.5014,157.2046
49453940.4672,791.0695,154.8463
49453988.6336,791.4271,156.7261
49454029.4144,791.4271,156.7261
49454057.6384,791.882,157.9018
49454086.8608,793.887,153.5057
49454116.4672,791.5441,155.2188
49454152.0384,791.6982,154.5407
49454185.28,791.8158,157.3795
49454216.2432,791.8158,157.3795
49454238.8864,792.0886,158.5123
49454261.8112,790.6756,156.8199
49454311.6672,793.0023,150.3809
49454340.7488,789.9752,160.6913
49454387.9424,794.4083,154.071
49454419.5328,794.4083,154.071
49454441.5488,791.4876,155.3209
49454467.5968,789.6204,158.7516
49454501.5552,792.1492,156.758
49454547.8144,792.0186,158.4336
49454580.16,791.0388,157.3556
49454612.48,791.0388,157.3556
49454635.8272,792.7624,156.2331
49454661.4784,793.6445,154.0321
49454707.7504,793.0187,162.3315
49454741.2736,791.4087,158.0438
49454788.6464,791.8482,154.2619
49454821.1968,791.8482,154.2619
49454849.2544,792.437,152.7301
49454876.864,791.0085,157.7076
49454907.9424,793.8862,156.1494
49454951.1424,791.4982,158.1237
49454987.6736,788.6844,163.3664
49455016.7808,788.6844,163.3664
49455040.2048,792.5759,156.5842
49455064.3072,794.2772,153.0395
49455109.5808,795.1235,153.85
49455140.8,794.6633,152.3118
49455186.8544,792.688,160.7865
49455220.416,792.688,160.7865
49455241.024,794.209,156.6417
49455268.1088,793.0917,152.7289
49455301.056,792.9443,151.4021
49455347.584,792.6746,149.6675
49455380.0192,791.3447,155.5816
49455411.392,791.3447,155.5816
49455432.32,788.065,148.6679
49455460.6336,791.0014,147.7426
49455507.9552,790.0367,145.2191
49455542.8224,791.5733,151.1584
49455587.5712,790.9817,151.6401
49455620.9792,790.9817,151.6401
49455643.648,787.3661,154.0126
49455669.4144,786.5437,160.4719
49455700.1216,788.2121,160.2688
49455749.5552,792.3334,152.0512
49455781.0944,787.4874,158.9703
49455813.6832,787.4874,158.9703
49455836.4928,789.0754,158.1082
49455865.3056,791.1234,154.9115
49455908.8128,789.865,156.1214
49455941.5296,790.2966,156.0099
49455987.776,789.4075,158.0074
49456021.184,789.4075,158.0074
49456042.9056,792.7494,156.9288
49456071.7056,793.1809,157.2472
49456101.6704,790.9978,158.6413
49456149.376,791.8409,158.2768
49456180.7488,790.0514,165.2299
49456213.5936,790.0514,165.2299
49456237.2352,789.5563,160.5626
49456261.696,791.2084,156.4159
49456308.7872,790.5579,158.6651
49456342.4256,791.84,157.7283
49456387.8144,792.3519,159.5317
49456421.0816,792.3519,159.5317
49456444.1472,792.8742,164.155
49456469.3888,792.1492,162.7349
49456502.4128,791.1041,159.5462
49456550.2208,790.9602,161.7982
49456580.1216,791.3295,159.1663
49456613.7472,791.3295,159.1663
49456638.5792,790.0407,159.8044
49456661.8368,788.7004,160.1476
49456709.4272,791.9435,159.0981
49456741.8752,791.0156,162.4476
49456789.0048,789.0895,162.7021
49456821.632,789.0895,162.7021
49456848.2432,788.8036,160.3272
49456871.2448,787.1542,162.7202
49456901.696,784.8909,161.6792
49456948.6976,784.3525,164.524
49456982.2336,785.9151,162.5564
49457014.0928,785.9151,162.5564
49457035.9808,785.3832,161.982
49457069.248,782.8499,162.848
49457108.5696,782.4895,161.0416
49457142.0928,784.4437,162.8916
49457188.7232,783.3793,163.1464
49457222.1696,783.3793,163.1464
49457246.4896,782.5551,164.2623
49457271.3216,782.8734,160.2005
49457301.248,781.2515,160.66
49457349.632,782.72,164.7012
49457381.3888,777.3938,163.1196
49457413.3248,777.3938,163.1196
49457439.9488,778.4147,164.2042
49457463.744,781.692,166.9738
49457511.6416,783.3002,164.4527
49457541.824,779.4879,168.1471
49457587.8528,779.0179,170.4461
49457621.7344,779.0179,170.4461
49457644.7232,779.1975,170.3565
49457669.6704,779.7244,170.3381
49457708.7744,781.263,170.7096
49457749.8112,780.3181,170.9853
49457781.0432,780.9413,169.0142
49457814.336,780.9413,169.0142
49457838.592,782.9896,172.5236
49457862.272,782.3303,173.3299
49457910.848,781.5605,171.3949
49457944.064,783.8618,165.8881
49457988.9024,782.8079,171.8334
49458020.288,782.8079,171.8334
49458043.6864,782.7172,172.2242
49458070.0928,783.0812,170.5904
49458102.1824,781.8346,169.6503
49458149.8496,785.7219,188.2529
49458183.744,783.3341,169.0017
49458214.8224,783.3341,169.0017
49458237.0304,786.0154,170.506
49458267.0848,783.455,170.1473
49458309.0432,784.9866,165.7428
49458341.2992,785.8325,163.8569
49458388.992,787.0934,161.7966
49458421.7472,787.0934,161.7966
49458444.7104,785.9719,162.4631
49458471.5008,786.5498,161.5469
49458501.248,783.306,163.4702
49458549.1712,785.8,161.4276
49458580.48,788.2134,162.5282
49458615.4752,788.2134,162.5282
49458638.9632,789.4905,159.6378
49458662.0032,788.2686,165.3627
49458708.9536,791.9647,161.1559
49458741.2736,789.8818,160.5891
49458789.3888,787.5455,158.6275
49458820.6464,787.5455,158.6275
49458843.264,789.2625,162.2133
49458869.76,788.6603,162.0501
49458901.5424,787.3565,163.1144
49458950.3872,783.5648,164.5968
49458981.4656,786.8275,157.2222
49459013.9392,786.8275,157.2222
49459036.864,789.3895,157.8631
49459066.0096,788.3009,159.3331
49459111.936,790.4202,155.6249
49459149.1072,788.4077,156.8257
49459202.1504,789.4396,156.4901
49459227.4944,789.4396,156.4901
49459252.3776,789.1843,160.6856
49459276.2368,788.8664,156.1932
49459304.6912,788.5052,158.407
49459349.8496,788.9608,162.0475
49459381.9008,789.0081,156.4423
49459414.8864,789.0081,156.4423
49459441.5872,789.8222,160.0368
49459464.1536,789.6087,156.3011
49459509.3376,791.7684,154.4312
49459541.7216,790.7746,154.5908
49459587.4944,789.6956,155.5542
49459619.5712,789.6956,155.5542
49459641.8944,790.5028,157.0483
49459668.6208,786.5889,160.5568
49459702.9376,785.127,157.5928
49459747.712,788.7457,153.7541
49459780.992,788.7241,151.961
49459812.864,788.7241,151.961
49459834.5216,789.1337,151.9108
49459861.2864,788.5458,150.8862
49459908.9024,787.4171,155.6232
49459943.5136,788.9973,157.2739
49459992.96,789.48,155.5779
49460026.4064,789.48,155.5779
49460055.8464,786.9512,156.5876
49460079.7568,783.7734,164.0075
49460105.6384,787.7622,156.3788
49460152.1024,788.5309,161.3476
49460185.8176,786.1946,159.3951
49460213.9136,786.1946,159.3951
49460240.7168,787.6757,157.7135
49460265.7024,788.7198,157.1549
49460308.48,789.7985,156.082
49460341.7984,786.5865,153.8119
49460388.6976,789.1561,156.5044
49460421.2352,789.1561,156.5044
49460445.2992,789.7949,155.5515
49460475.6096,790.5551,156.1652
49460501.0688,790.3239,158.144
49460549.7728,791.2409,156.8289
49460581.9648,790.291,156.5653
49460613.5936,790.291,156.5653
49460637.6064,790.2139,153.1375
49460666.0224,791.1122,153.9531
49460710.2976,788.6432,156.527
49460742.1952,787.3851,162.1459
49460789.6192,787.1671,158.2021
49460821.4784,787.1671,158.2021
49460847.5904,784.6751,157.7221
49460871.5904,781.7442,157.4421
49460901.696,778.2023,163.4473
49460955.3408,775.9865,161.1141
49460984.7808,776.0358,168.6247
49461014.8096,776.0358,168.6247
49461037.4784,781.7394,158.1183
49461062.5536,780.0139,157.4713
49461110.2336,780.2448,161.4866
49461141.8496,780.371,155.6889
49461189.5424,780.8163,159.1443
49461225.8432,780.8163,159.1443
49461252.8768,780.7808,160.5186
49461278.6944,782.7181,156.1427
49461308.8512,779.8548,164.1811
49461351.9744,777.6889,163.2542
49461382.0544,778.6514,163.8728
49461413.2992,778.6514,163.8728
49461437.8752,778.8563,162.726
49461465.8048,781.8873,158.888
49461509.184,784.8463,163.4322
49461544.0128,782.9465,164.535
49461589.5808,784.9404,165.2025
49461626.688,784.9404,165.2025
49461652.3776,783.9469,167.4405
49461675.9936,786.1812,167.2888
49461701.8496,786.1002,164.1225
49461750.3616,788.3879,162.5519
49461783.3088,788.1361,162.4707
49461813.3632,788.1361,162.4707
49461840.2304,788.6662,161.2632
49461864.9344,789.1453,164.2388
49461910.0032,789.4363,166.6376
49461941.3632,790.3119,170.2286
49461990.7456,790.239,167.0205
49462023.4624,790.239,167.0205
49462045.3504,788.4657,161.261
49462071.8848,788.2057,163.6705
49462101.8624,789.5485,162.6842
49462148.4928,791.2314,160.9272
49462182.6048,790.0886,156.8461
49462214.3104,790.0886,156.8461
49462237.1456,788.9436,160.177
49462266.4448,789.2373,159.7364
49462309.4272,784.9945,159.0764
49462341.9392,784.4924,159.6431
49462392.9088,784.0094,158.1353
49462420.7872,784.0094,158.1353
49462447.552,783.08,159.7132
49462471.9616,788.5923,157.2211
49462503.1296,788.9658,151.2231
49462551.1296,783.3917,163.4158
49462582.5408,790.156,159.8106
49462613.7088,790.156,159.8106
49462641.472,789.5051,158.1473
49462667.136,790.9537,156.4477
49462711.104,789.0135,157.3567
49462742.2592,788.755,157.1692
49462789.8496,789.4088,154.9044
49462820.864,789.4088,154.9044
49462843.5328,791.283,157.6263
49462874.7648,790.5281,157.2271
49462901.7728,792.0885,162.8106
49462948.8512,791.5764,162.657
49462982.5152,790.9904,159.6516
49463014.5408,790.9904,159.6516
49463039.0272,790.4658,157.7223
49463068.2496,788.7774,156.3684
49463109.504,788.1257,156.9967
49463146.048,787.9717,156.0988
49463188.9024,790.3514,154.4115
49463220.928,790.3514,154.4115
49463247.9232,791.8925,151.8267
49463270.6176,791.7913,151.8556
49463302.5664,791.2808,154.6608
49463349.632,790.5407,156.8855
49463382.5024,789.6253,157.7198
49463414.5024,789.6253,157.7198
49463441.1776,790.3488,154.6679
49463466.9056,789.8755,157.5004
49463510.6176,790.6302,156.6259
49463541.7088,791.149,156.133
49463593.6512,791.5245,159.5141
49463623.7696,791.5245,159.5141
49463646.8608,791.8586,156.2701
49463677.2736,792.7163,158.9872
49463703.5264,793.7311,157.6392
49463750.272,792.2045,153.4379
49463782.1696,792.2282,156.0353
49463813.6448,792.2282,156.0353
49463836.2112,791.0112,159.3581
49463867.9296,791.3865,155.2107
49463909.6832,790.5093,154.5272
49463942.0416,790.7585,154.3679
49463990.2336,787.8423,151.9002
49464022.656,787.8423,151.9002
49464045.8368,787.2739,156.6142
49464071.3856,785.1769,155.9131
49464103.9872,791.5831,153.9044
49464150.464,791.0176,152.0168
49464186.3552,793.1719,150.407
49464213.7472,793.1719,150.407
49464237.3248,792.2929,151.8496
49464263.1168,792.504,151.2063
49464309.6192,792.6757,151.9199
49464342.2848,791.6445,151.4247
49464389.7472,792.9752,154.2443
49464421.632,792.9752,154.2443
49464447.3856,793.1028,154.2602
49464471.9488,793.7621,154.4127
49464503.6544,793.7368,152.2626
49464549.6704,793.8096,151.9567
49464583.3856,792.8769,151.616
49464613.5424,792.8769,151.616
49464639.7056,791.2177,152.7214
49464663.616,794.4446,152.3826
49464709.6704,790.9585,151.3374
49464742.144,793.4719,149.0322
49464788.7232,793.3127,144.5348
49464824.0896,793.3127,144.5348
49464848.7936,793.5488,145.6677
49464874.1504,790.4711,148.6159
49464904.896,790.6811,153.192
49464950.3232,792.8301,147.7085
49464982.144,788.4262,154.1484
49465017.92,788.4262,154.1484
49465039.9872,790.8869,150.7162
49465068.6976,790.2043,151.2803
49465109.7472,790.6339,151.9328
49465142.7584,789.316,159.9432
49465189.12,790.9662,158.0784
49465222.5152,790.9662,158.0784
49465245.76,790.7532,160.6683
49465271.8976,790.5001,158.0204
49465301.9776,787.45,158.1044
49465353.3952,786.4578,158.8475
49465384.4864,787.504,161.593
49465414.6176,787.504,161.593
49465440.9216,789.8629,161.2734
49465464.6912,787.5624,166.8809
49465510.464,783.7122,164.0046
49465544.9216,783.9084,163.5321
49465588.928,790.6621,162.9829
49465623.6032,790.6621,162.9829
49465645.952,791.6497,164.6344
49465672.1152,788.3593,162.542
49465702.7968,786.7781,158.9856
49465751.2448,784.2289,161.4077
49465782.0032,782.291,161.473
49465818.1504,782.291,161.473
49465841.1136,780.714,163.3351
49465865.8432,781.0526,162.6248
49465910.7072,785.6302,165.0152
49465944.192,784.7245,161.173
49465990.1952,783.3077,160.899
49466022.72,783.3077,160.899
49466049.728,783.5298,162.6068
49466072.3072,785.3565,162.7361
49466102.5536,787.6452,163.1803
49466150.08,785.0157,158.9503
49466182.1184,785.3928,160.0834
49466215.5264,785.3928,160.0834
49466238.8736,788.1284,161.4465
49466265.1648,788.9954,160.7339
49466309.888,787.7029,157.643
49466343.552,787.5263,157.9609
49466389.44,787.3765,160.2616
49466421.8752,787.3765,160.2616
49466445.0432,786.249,161.5536
49466472.8704,786.8866,156.9187
49466501.9648,785.7262,160.7876
49466549.952,786.6406,161.4586
49466582.1696,788.7097,165.437
49466614.08,788.7097,165.437
49466635.968,790.0955,161.1722
49466662.8352,787.4838,161.3638
49466709.8496,785.8556,162.4112
49466741.2864,787.6326,164.3363
49466790.5536,789.5618,162.4571
49466826.0864,789.5618,162.4571
49466847.6928,789.1382,160.3139
49466871.9488,787.5057,158.7536
49466902.8096,787.4031,162.4808
49466951.0144,788.3245,164.3505
49466984.4224,790.0233,160.7825
49467014.3232,790.0233,160.7825
49467036.5056,786.0454,164.4573
49467062.7328,785.2416,163.9113
49467110.3488,785.9211,160.6327
49467143.0528,784.0736,166.164
49467190.3232,786.7437,163.1273
49467222.912,786.7437,163.1273
49467246.2208,786.2178,167.5788
49467270.7328,781.7978,163.5965
49467305.4464,780.4376,166.2861
49467350.0672,781.7104,162.9346
49467381.8496,781.2044,164.1445
49467415.8592,781.2044,164.1445
49467437.9008,784.1109,167.4391
49467467.3024,783.4885,167.4168
49467510.528,779.0472,164.8301
49467543.6416,776.4473,164.6181
49467590.6816,781.5494,168.6691
49467622.6816,781.5494,168.6691
49467645.4784,782.6262,164.3655
49467671.6928,783.71,166.4497
49467703.1168,778.9309,167.8937
49467751.1168,778.8184,165.3954
49467783.0912,778.5861,165.6701
49467816.8704,778.5861,165.6701
49467841.0752,783.9705,164.4073
49467863.7952,782.752,166.8952
49467916.0064,780.5671,166.4214
49467946.2272,778.1649,165.7611
49467992.5632,776.5279,164.0589
49468025.6128,776.5279,164.0589
49468049.5104,780.1548,169.8309
49468074.4832,781.9701,168.7601
49468102.976,783.2357,172.2997
49468150.9376,782.8134,171.8349
49468184.1408,783.1158,170.7563
49468215.616,783.1158,170.7563
49468239.5264,783.1911,171.0809
49468265.8688,783.027,173.1673
49468310.8864,783.8176,173.651
49468343.424,783.9348,173.5595
49468390.784,783.9097,173.3324
49468423.04,783.9097,173.3324
49468447.6416,784.3621,172.6934
49468474.4064,784.9391,171.1938
49468503.3856,784.8624,170.0035
49468550.6688,784.324,170.9962
49468585.0624,784.5581,166.9438
49468617.28,784.5581,166.9438
49468641.9456,782.8862,165.7499
49468665.728,785.9366,158.741
49468711.8848,784.963,161.4878
49468743.3728,783.3239,170.4149
49468790.656,786.9793,162.8432
49468822.5024,786.9793,162.8432
49468845.7472,788.4646,161.4687
49468871.0144,788.3873,160.9863
49468903.2064,788.4963,161.8351
49468951.616,787.8491,163.9469
49468982.9248,785.2703,166.0079
49469016.5376,785.2703,166.0079
49469041.5488,788.0088,163.6927
49469065.7408,786.3384,166.0108
49469112.1536,787.6071,166.381
49469142.4128,787.8339,165.2261
49469190.3744,787.6146,164.6455
49469222.8224,787.6146,164.6455
49469246.0416,788.2516,165.394
49469271.808,786.1102,169.9903
49469302.6176,787.4016,167.0316
49469350.8608,787.4666,166.2169
49469383.3472,788.5856,163.7283
49469415.3472,788.5856,163.7283
49469437.5168,788.5752,164.5634
49469467.2,788.0867,167.1341
49469510.8608,788.1074,167.2539
49469542.3104,788.3715,167.362
49469590.0288,787.9866,166.9552
49469623.2704,787.9866,166.9552
49469646.272,788.0569,165.6304
49469671.104,787.738,166.7795
49469707.072,788.571,165.9021
49469754.5984,788.8412,165.0765
49469783.0912,788.8522,165.9296
49469814.6176,788.8522,165.9296
49469837.0048,788.7764,166.029
49469867.6352,789.006,166.1782
49469910.0672,788.8872,165.518
49469947.1232,788.6611,167.3695
49469992.1664,789.3156,166.8535
49470024.32,789.3156,166.8535
49470045.9392,789.1878,167.493
49470071.744,788.8003,167.3846
49470103.4624,788.837,166.7536
49470150.2848,788.0217,162.9357
49470183.744,782.9839,165.6127
49470216.7424,782.9839,165.6127
49470239.3088,782.2887,162.6578
49470265.4592,786.1281,162.8153
49470310.272,784.1881,164.1711
49470345.0624,783.889,166.084
49470389.7344,782.1171,167.3337
49470422.7328,782.1171,167.3337
49470446.7712,781.4281,166.699
49470473.0496,783.3161,167.7421
49470504.0128,785.0105,163.5487
49470550.7712,783.569,165.6441
49470583.6672,781.0317,163.9226
49470615.0144,781.0317,163.9226
49470640.4992,782.3985,159.3578
49470673.6512,785.9021,158.4599
49470715.6608,786.4662,161.5761
49470748.2496,781.5071,165.0008
49470792.0384,780.0771,163.2747
49470823.9616,780.0771,163.2747
49470848.64,782.9922,160.7018
49470876.0192,784.9962,161.5446
49470903.3216,783.7961,167.6286
49470950.5792,782.5181,161.5608
49470983.808,783.9552,160.9978
49471014.6432,783.9552,160.9978
49471035.9424,787.0907,164.0517
49471066.3552,789.2015,164.0213
49471113.6512,785.7811,161.3021
49471144.4224,783.2953,159.3754
49471189.3248,783.6746,158.3158
49471221.4272,783.6746,158.3158
49471245.248,786.301,159.7562
49471273.3696,786.8932,164.6349
49471302.8608,785.794,160.4035
49471350.4256,783.8226,157.7417
49471383.7184,782.6143,158.0872
49471415.104,782.6143,158.0872
49471436.3008,785.7411,161.7204
49471463.3216,785.0139,160.5001
49471511.5904,786.5975,162.5247
49471543.1296,785.1624,160.1332
49471593.8176,785.0688,160.265
49471625.0752,785.0688,160.265
49471651.648,784.7531,161.763
49471673.7664,784.1708,162.3896
49471702.4384,787.3494,164.1011
49471750.2976,787.8894,166.0591
49471783.0656,790.3036,163.925
49471814.1824,790.3036,163.925
49471837.1456,789.3012,164.7124
49471865.8944,792.08,159.9563
49471911.0656,790.8706,160.41
49471945.536,784.6923,159.417
49471989.6704,785.5735,163.1536
49472027.072,785.5735,163.1536
49472050.2784,785.5825,164.3275
49472077.2352,786.8163,166.5746
49472104.1664,791.8541,164.298
49472150.0672,792.0609,164.1897
49472183.4368,790.8082,164.6661
49472215.7568,790.8082,164.6661
49472241.6768,790.3408,158.8949
49472264.6144,786.6006,163.5825
49472312.1664,785.575,161.2343
49472342.8736,788.1572,156.8271
49472390.4256,788.8876,158.0931
49472417.088,788.8876,158.0931
49472439.8208,787.8987,160.8838
49472471.3984,787.8119,158.3421
49472503.808,784.9797,162.3117
49472549.8496,783.406,166.0428
49472583.5648,787.5427,160.2248
49472614.6432,787.5427,160.2248
49472636.8896,787.498,165.9571
49472663.1808,785.6564,163.0777
49472711.4112,788.6412,161.3183
49472743.296,789.0423,160.5337
49472789.9776,789.8898,160.0017
49472822.7968,789.8898,160.0017
49472845.4656,789.0931,162.6928
49472875.2384,788.7487,158.6926
49472903.6672,790.3364,158.6633
49472950.0032,789.3486,159.3598
49472983.0272,786.8441,162.8716
49473014.6688,786.8441,162.8716
49473037.6832,787.4563,158.4012
49473068.0448,785.8557,154.3762
49473112.768,783.3195,159.1454
49473144.6144,782.853,155.4588
49473203.4432,783.8524,156.0362
49473234.3296,783.8524,156.0362
49473260.6208,788.5488,158.7567
49473292.6336,789.8845,159.1948
49473318.3616,787.7662,162.8849
49473353.3312,787.3234,161.4945
49473386.816,788.8984,159.9393
49473415.7568,788.8984,159.9393
49473438.5536,789.6147,157.5473
49473464.192,787.0827,160.5017
49473511.6544,790.8311,159.7405
49473542.9632,790.5667,158.7422
49473589.4016,789.1147,161.5495
49473622.592,789.1147,161.5495
49473647.7184,788.3916,164.6079
49473671.552,792.7053,159.7974
49473702.3104,791.626,158.5491
49473750.2208,791.9,159.0764
49473782.016,791.3635,160.0534
49473815.9872,791.3635,160.0534
49473837.7472,791.2117,159.5401
49473862.6048,790.7283,158.4278
49473911.3344,792.024,157.9345
49473943.5904,791.58,160.1113
49473990.1824,791.1569,160.688
49474024.32,791.1569,160.688
49474047.104,787.1812,160.524
49474077.8368,788.1598,164.8592
49474103.0784,787.8932,165.3543
49474151.296,786.027,161.2001
49474183.6416,787.8429,163.1348
49474215.3344,787.8429,163.1348
49474238.8224,786.2177,165.7752
49474265.664,788.2949,166.2489
49474311.6416,785.3101,165.5274
49474343.9232,787.4516,165.5898
49474390.1824,786.8892,165.9575
49474423.3216,786.8892,165.9575
49474444.8512,789.4103,165.3363
49474472.1408,789.4034,163.0961
49474503.6928,788.3672,166.3281
49474551.0528,788.0637,165.51
49474585.6128,786.6349,164.6416
49474616.448,786.6349,164.6416
49474639.808,788.7931,164.3546
49474668.3392,787.0707,166.2764
49474711.0912,788.1985,166.6781
49474747.264,790.0793,164.9992
49474795.2384,788.9311,169.0809
49474831.2832,788.9311,169.0809
49474859.6352,789.9567,162.1064
49474888.1792,789.3524,165.4691
49474915.264,787.6296,165.1388
49474953.2544,787.0165,163.5635
49474983.552,788.9675,161.8895
49475015.7824,788.9675,161.8895
49475039.104,786.5845,165.9429
49475065.6768,787.6577,162.6606
49475111.1936,784.527,163.5746
49475143.6416,787.8731,165.0668
49475191.2192,788.1271,164.975
49475222.6048,788.1271,164.975
49475244.672,789.674,166.4589
49475270.2464,789.8258,167.7614
49475302.784,789.7658,165.2731
49475352.768,788.2569,165.2991
49475381.9904,788.6069,168.5182
49475415.1808,788.6069,168.5182
49475439.5008,786.5571,167.3851
49475464.96,786.6007,168.2681
49475510.4384,788.2963,167.1959
49475543.9232,790.532,163.8578
49475596.5184,787.425,167.6634
49475627.4432,787.425,167.6634
49475653.824,789.2952,166.2552
49475684.1216,788.69,166.5913
49475708.9408,790.0235,163.6334
49475752.704,790.4086,164.2147
49475786.9952,791.7245,163.6345
49475819.7632,791.7245,163.6345
49475844.1088,791.5363,166.897
49475874.6496,785.7822,169.3266
49475917.184,786.5231,167.3665
49475945.4848,785.9333,166.9915
49475992.1024,788.3291,165.8037
49476024.3712,788.3291,165.8037
49476045.6448,786.8674,167.8981
49476074.6624,785.1952,165.2763
49476103.552,786.1711,165.96
49476150.336,787.3453,168.0288
49476181.5296,788.6522,169.1329
49476216.7424,788.6522,169.1329
49476237.4272,790.3156,166.2065
49476262.3616,790.0651,164.4314
49476309.376,787.7909,167.9578
49476342.2592,789.9263,166.9601
49476391.0912,790.0156,167.4103
49476422.2464,790.0156,167.4103
49476443.0848,787.8918,166.3467
49476472.7424,789.5436,166.706
49476503.0144,789.4478,165.0218
49476549.7088,788.679,165.5635
49476584.1408,788.6736,166.0023
49476615.6288,788.6736,166.0023
49476640.4992,791.2229,161.2474
49476669.824,790.8007,161.5051
49476710.656,790.3367,163.2229
49476743.3472,791.528,162.3246
49476790.5024,792.5798,163.3274
49476824.0256,792.5798,163.3274
49476849.4336,792.6877,165.9225
49476872.256,792.7007,164.1857
49476904.064,792.9167,164.9909
49476950.6304,793.8855,164.929
49476985.0752,793.4615,164.6933
49477017.1776,793.4615,164.6933
49477039.1936,793.9454,165.6751
49477064.64,793.8674,166.9623
49477112.0256,794.3135,163.6359
49477143.552,793.1148,164.9453
49477190.8096,793.1053,167.1969
49477228.8384,793.1053,167.1969
49477256.2816,792.9277,166.81
49477280.0128,792.6327,164.5598
49477305.152,792.1499,165.5914
49477351.9488,789.6446,164.6188
49477387.3664,789.637,162.0134
49477420.3392,789.637,162.0134
49477450.1376,788.6454,162.1366
49477477.4144,789.1499,163.4356
49477514.0864,790.1193,162.2872
49477547.5968,790.4201,163.6153
49477594.7008,790.0441,165.0414
49477624.384,790.0441,165.0414
49477646.5408,795.2897,181.2007
49477672.5376,800.5745,177.6087
49477704.7808,794.0652,164.5711
49477751.168,796.0021,163.8626
49477782.6304,793.1961,163.3902
49477819.6608,793.1961,163.3902
49477844.288,792.7194,167.475
49477867.3536,792.7003,170.644
49477910.2208,793.4363,168.1114
49477942.5024,792.3939,167.4861
49477991.8848,794.2458,163.745
49478025.6768,794.2458,163.745
49478050.6112,793.038,166.6728
49478073.2032,791.889,167.7038
49478106.7392,792.1202,169.8026
49478150.6688,783.4756,175.515
49478183.6672,787.9364,165.163
49478214.8992,787.9364,165.163
49478236.4288,789.6105,165.2466
49478264.7552,790.0324,165.8065
49478312.0512,790.4258,162.7388
49478343.5904,790.5157,163.5258
49478390.4,792.8417,160.6581
49478424.384,792.8417,160.6581
49478448.8704,791.8301,162.2223
49478472.3456,791.9283,161.373
49478503.6416,792.8954,159.4688
49478550.7968,795.222,159.5242
49478583.36,795.6981,164.4204
49478615.4112,795.6981,164.4204
49478639.0784,794.2421,164.4838
49478664.7424,789.0044,169.7983
49478712.2432,786.2689,168.7383
49478743.2192,787.9271,162.8804
49478792.0896,788.316,168.2542
49478823.5648,788.316,168.2542
49478844.7232,785.7313,169.3116
49478872.4864,792.0195,162.452
49478904.8448,791.5689,167.0909
49478951.552,792.5668,164.1008
49478984.1408,792.2912,164.1666
49479016.0768,792.2912,164.1666
49479038.9376,792.0267,165.0363
49479064.8576,794.4952,159.0439
49479112.0256,798.0004,159.1532
49479144.7424,794.6849,157.9994
49479191.168,794.0358,151.6193
49479224.4992,794.0358,151.6193
49479247.4368,794.3514,151.8928
