FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G1,G2,G3,G4,G5,G6,G7,R8,R9,R10,R11,R12,R13,R14,R15
31,975.854528,2,30753968.6538,0.0237350884409708,0.0261201588073246,0.0195755933952528,0.014031279178338,0.0109356978085352,0.0113499245852187,0.0219274791256215,0.0207332933173269,0.0734318161653802,0.0582131872356786,0.0328122857534622,0.0276807598039216,0.0418137254901961,0.0613876319758673,0.0738390092879257,0.0588264129181084
32,975.85952,1,30753972.9205,0.0208727546962841,0.0223849457138227,0.0172245872033024,0.0126190476190476,0.0100886678200692,0.010316742081448,0.0193897176095318,0.0182422969187675,0.0689668174962293,0.0551903114186851,0.031002331002331,0.0257352941176471,0.0391711229946524,0.0580316742081448,0.0701818885448916,0.0537312572087659
33,975.864512,4,30753978.4163,0.16664609899904,0.20907267865824,0.202154282765738,0.155074696545285,0.0493422001153403,0.0190082956259427,0.0477976358007318,0.160534213685474,0.0514506254990684,0.0435313341022684,0.0293089263677499,0.0224877450980392,0.0298930481283422,0.0423705379587733,0.050515995872033,0.0468800461361015
34,975.869536,2,30753983.411,0.0275195392842452,0.0303516447901475,0.022797342621259,0.016125116713352,0.0126676038062284,0.0131240573152338,0.0253893423398067,0.0240996398559424,0.0862013131044273,0.0682574009996155,0.0384958179075826,0.0322840073529412,0.0489750445632799,0.0719959778783308,0.0868356553147575,0.0686447520184544
35,975.874528,1,30753988.397,0.0142636774989716,0.0150623885918004,0.0118356553147575,0.00852707749766573,0.00721417243367935,0.00735105580693816,0.013089877099165,0.0122749099639856,0.0460296335728862,0.0366445597846982,0.0206773618538324,0.0173100490196078,0.0258511586452763,0.0384929612870789,0.0469556243550052,0.0358852364475202
36,975.87952,4,30753993.3838,0.174259563965446,0.21746070328958,0.20859778121775,0.159281045751634,0.0526257929642445,0.0225320512820513,0.0548644338118022,0.167231892757103,0.0778302723804454,0.064143598615917,0.0409022350198821,0.0321078431372549,0.044879679144385,0.0643728004022122,0.0770091589267286,0.0668512110726644
37,975.884512,2,30753998.3702,0.0223810503222268,0.0245462647869065,0.0182823787409701,0.0132913165266106,0.0103247549019608,0.0106825037707391,0.0204287456609438,0.0194677871148459,0.0687450093159436,0.0542916186082276,0.0305841217605923,0.0257889093137255,0.0389260249554367,0.0572838109602816,0.0689273735810114,0.0551499423298731
38,975.889536,1,30754002.7524,0.0146647470176882,0.0156133527791282,0.012093653250774,0.00889122315592904,0.00741421568627451,0.00746983408748115,0.0136973449666948,0.0127801120448179,0.0478218436695945,0.0384275278738947,0.0215206362265186,0.0181295955882353,0.0271301247771836,0.0402966314731021,0.0487777347781218,0.0373442906574394
39,975.894528,4,30754002.7524,0.178092006033183,0.221669907632474,0.211587332301342,0.161428571428571,0.0542603806228374,0.0241779788838612,0.0582911154892579,0.170708283313325,0.0908748114630468,0.0747837370242215,0.0468531468531469,0.0371783088235294,0.0522816399286988,0.0752262443438914,0.0905830753353973,0.0769521337946943
40,975.89952,2,30754002.7524,0.0154977375565611,0.0171204018797602,0.0128095975232198,0.00915499533146592,0.00745025951557093,0.00764140271493213,0.0145370109766395,0.0135904361744698,0.0453486824594091,0.0357843137254902,0.0204099821746881,0.0172487745098039,0.0255882352941176,0.0377073906485671,0.0453270123839009,0.0372952710495963
41,975.904512,1,30754018.3794,0.0221959413135884,0.0238170474801491,0.0183468782249742,0.0134010270774977,0.0106365340253749,0.0109577677224736,0.0205436720142602,0.0195178071228491,0.0734983586194659,0.0587322183775471,0.0329905388728918,0.0276348039215686,0.0417825311942959,0.0620663650075415,0.0747936016511868,0.0572491349480969
42,975.909536,4,30754023.0214,0.173083778966132,0.21576122184411,0.207330366357069,0.158464052287582,0.0520689158016148,0.0218118401206637,0.053626043718923,0.166151460584234,0.0731678644308402,0.060702614379085,0.0389551624845743,0.0305070465686275,0.0420409982174688,0.0605015082956259,0.072468395252838,0.0634832756632065
43,975.914528,2,30754028.008,0.0157822569587276,0.0176349052017501,0.0131836945304438,0.00946778711484594,0.00755839100346021,0.0077790346907994,0.0150318979266348,0.0140906362545018,0.0469834087481146,0.0371443675509419,0.0209995886466475,0.0177619485294118,0.0264304812834225,0.0388071895424837,0.0470491486068111,0.0385409457900807
44,975.91952,1,30754032.9904,0.0261072261072261,0.0282146329606223,0.0217137512899897,0.0156395891690009,0.0124513408304498,0.0127450980392157,0.0240665165587766,0.0229641856742697,0.0870175672078786,0.0693627450980392,0.0389551624845743,0.0326133578431373,0.049879679144385,0.0731900452488688,0.0886577657378741,0.0676268742791234
45,975.924512,4,30754037.9769,0.165967365967366,0.208169259439313,0.201322239422085,0.154449112978525,0.0489204873125721,0.0187273755656109,0.0472276949057135,0.159743897559024,0.0493101765593115,0.0417964244521338,0.0284725078842726,0.0217064950980392,0.028680926916221,0.0405731523378582,0.0484552373581011,0.0452162629757785
46,975.929536,2,30754042.9634,0.023382010146716,0.0259338032733755,0.0193724200206398,0.013828197945845,0.0108437860438293,0.0112481146304676,0.0216671357538231,0.0205582232893157,0.072815189424186,0.0575836216839677,0.0326957356369121,0.0273667279411765,0.0412967914438503,0.0606774761186526,0.0730553405572755,0.0582554786620531
47,975.934528,1,30754047.9499,0.0210647195941314,0.0224781234807973,0.0173084365325077,0.0127170868347339,0.0102148212226067,0.0103506787330317,0.0194248991462614,0.0184773909563826,0.0694836305562949,0.0553296808919646,0.0312354312354312,0.026141237745098,0.0395811051693405,0.0584715937657114,0.0706624097007224,0.0541262975778547
48,975.93952,4,30754052.6817,0.166337583984643,0.208750607681089,0.201909184726522,0.154666199813259,0.0490880911188005,0.0188574660633484,0.0477577633924383,0.160209083633453,0.0510402803655399,0.0430651672433679,0.0290826820238585,0.0224111519607843,0.0296256684491979,0.0418300653594771,0.0501999484004128,0.0465542099192618
49,975.944512,2,30754052.6817,0.0274304127245304,0.0302442877977637,0.0227102683178535,0.0161577964519141,0.0126946366782007,0.0131259426847662,0.0252181255277231,0.0241496598639456,0.086081536687073,0.0681228373702422,0.0383107088989442,0.0323988970588235,0.0488814616755793,0.0718891402714932,0.0865034829721362,0.0684486735870819
50,975.949536,1,30754052.6817,0.0142773892773893,0.0152467185221196,0.0117937306501548,0.00868580765639589,0.00730428200692042,0.00727564102564103,0.0131485129937142,0.0124349739895958,0.0461982077899033,0.0369088811995386,0.0207733443027561,0.0175398284313725,0.0262299465240642,0.0386626445449975,0.0471813725490196,0.0361245674740484
51,975.954528,4,30754067.6862,0.174002468120115,0.216713255550154,0.208133384932921,0.159084967320261,0.0524329584775087,0.0222944947209653,0.0547119804859743,0.166736694677871,0.0770140182769941,0.0635332564398308,0.040744549568079,0.0320542279411765,0.0443226381461676,0.0638197586726999,0.0763577141382869,0.0664677047289504
52,975.95952,2,30754072.8929,0.0226210064445359,0.0247792092043429,0.0185210268317853,0.0133029878618114,0.0104382929642445,0.0108201357466063,0.0206679801107046,0.0198079231692677,0.0692196788217549,0.0547770088427528,0.0307623748800219,0.0259267769607843,0.0393582887700535,0.0577551533433886,0.0696142930856553,0.0557179930795848
53,975.964512,1,30754078.3887,0.0145961881255999,0.0154735861286663,0.0120581785345717,0.00885854341736695,0.00740340253748558,0.00745663650075415,0.0136222910216718,0.0125850340136054,0.0473760092272203,0.0379661668589004,0.0214177978883861,0.0178538602941176,0.0268538324420677,0.0397561588738059,0.048264963880289,0.0370530565167243
54,975.969504,4,30754083.3837,0.17795831619361,0.221351887862583,0.211703431372549,0.161447245564893,0.0542910178777393,0.024172322775264,0.0583427150764612,0.170403161264506,0.0908814657084553,0.0746780084582853,0.0469148498560263,0.037078737745098,0.0523885918003565,0.0753896430367019,0.0903766769865841,0.0769377162629758
55,975.974528,2,30754088.3706,0.015521733168792,0.0172540917193324,0.01281282249742,0.00922735760971055,0.00738357843137255,0.00769230769230769,0.0146050286143165,0.0136804721888755,0.0457523733475291,0.0360486351403306,0.0203894145070616,0.0173177083333333,0.0257442067736185,0.0379713423831071,0.0457172342621259,0.0375836216839677
56,975.97952,1,30754093.3565,0.0220862470862471,0.0235861286663426,0.0182469040247678,0.013375350140056,0.010513985005767,0.0109238310708899,0.0203138193076274,0.0193377350940376,0.0730591784225002,0.0583093041138024,0.0328122857534622,0.0275505514705882,0.0416934046345811,0.0614064856711916,0.0743808049535604,0.0568627450980392
57,975.984512,4,30754098.3434,0.173087206910736,0.215905039701831,0.207398090815273,0.158459383753501,0.0521355968858132,0.0219287330316742,0.0538324420677362,0.166111444577831,0.0739952089433058,0.0609957708573626,0.0393048128342246,0.0307674632352941,0.0426158645276292,0.0610734037204625,0.0733230134158927,0.0639994232987313
58,975.989504,2,30754103.3256,0.0157342657342657,0.017448549667801,0.012983746130031,0.00940709617180205,0.00751153402537486,0.00773378582202112,0.014867717421897,0.0139105642256903,0.0465531008783604,0.0367695117262591,0.0207527766351296,0.017562806372549,0.0262522281639929,0.0386752136752137,0.0466041021671827,0.0381805074971165
59,975.994528,1,30754108.3164,0.0260215274921157,0.028202479338843,0.021781475748194,0.0156535947712418,0.0123251874279123,0.0127564102564103,0.0241532976827094,0.0230292116846739,0.08711959897081,0.0694156093810073,0.0392911010558069,0.0324754901960784,0.0495855614973262,0.0734917043740573,0.0885223168214654,0.0674279123414072
60,975.99952,4,30754113.3032,0.166094199917729,0.208335358936963,0.201477038183695,0.154397759103641,0.048760092272203,0.0187594268476621,0.0474223660756168,0.160389155662265,0.0499489841185343,0.0423875432525952,0.0285204991087344,0.0219439338235294,0.0289527629233512,0.0410633484162896,0.0490292827657379,0.0456113033448674
61,976.004512,2,30754118.2897,0.0232551761963527,0.0256947820450494,0.0191821465428277,0.0137161531279178,0.0108239619377163,0.0111293363499246,0.0215428276573787,0.0203831532613045,0.0721985626829918,0.0571559015763168,0.0320855614973262,0.0270986519607843,0.0409358288770054,0.0600741578682755,0.0725715944272446,0.0577393310265283
62,976.009504,1,30754123.2773,0.0211984094337036,0.0226928374655647,0.0175890092879257,0.0128314659197012,0.0103013264129181,0.0104977375565611,0.0197063514400976,0.018672468987595,0.0704107887498891,0.0561803152633602,0.031852461264226,0.0263556985294118,0.0398351158645276,0.0594896933132227,0.071594427244582,0.0545934256055363
63,976.014528,4,30754128.2624,0.166049636637872,0.208418408685788,0.201693111455108,0.154407096171802,0.0489943771626298,0.01875,0.0475818557087907,0.159928971588635,0.0505057226510514,0.0426999231064975,0.0289455642396819,0.022296262254902,0.0293627450980392,0.0416729512317748,0.0496581527347781,0.0460236447520184
64,976.01952,2,30754133.2494,0.0275332510626628,0.0302969534921407,0.0227102683178535,0.0162091503267974,0.0126297577854671,0.0130203619909502,0.0253447790599493,0.0242046818727491,0.0863255256853873,0.0682333717800846,0.0385232414644179,0.0324601715686275,0.0490641711229947,0.0721656611362494,0.086984004127967,0.0685668973471742
65,976.024512,1,30754135.7545,0.014431646784588,0.0153358450818344,0.0118872549019608,0.00862978524743231,0.00730608419838524,0.00736613876319759,0.0134792194389718,0.0125,0.046668441132109,0.0373942714340638,0.0210818593171534,0.0174479166666667,0.0264171122994652,0.0390522875816993,0.0477263931888545,0.0363956170703576
66,976.029504,4,30754135.7545,0.173669957493487,0.216624128990439,0.208068885448916,0.158965919701214,0.0523806949250288,0.0221606334841629,0.0545313819307627,0.166496598639456,0.0763397214089256,0.0634323337178009,0.040340052104758,0.0316176470588235,0.0441087344028521,0.0634552538964304,0.0757546439628483,0.0656978085351788
67,976.034528,2,30754135.7545,0.0226415741121623,0.0249372062874737,0.0187564499484004,0.0135014005602241,0.0105518310265283,0.0108785822021116,0.0209658504550145,0.0198829531812725,0.0698562682991749,0.0553104575163399,0.0311942959001783,0.026202512254902,0.0398484848484848,0.0584276018099548,0.0701915634674923,0.0561101499423299
68,976.03952,1,30754152.7334,0.0145242012889072,0.0154330740560687,0.0119614293085655,0.00866479925303455,0.00728986447520184,0.00747926093514329,0.0135120555399193,0.0125450180072029,0.0468946854760004,0.0376297577854671,0.0212875359934183,0.0178155637254902,0.0267112299465241,0.0393099547511312,0.0479198916408669,0.036663783160323
69,976.044512,4,30754152.7334,0.177869189633896,0.221345811051693,0.211361584107327,0.161507936507937,0.0543324682814302,0.0241836349924585,0.058356787691153,0.170298119247699,0.0910367314346553,0.0747741253364091,0.0467160290689702,0.0370404411764706,0.0521033868092692,0.0754147812971342,0.0904024767801858,0.0768310265282584
70,976.049504,2,30754152.7334,0.0156965583436172,0.0173675255226057,0.0129192466460268,0.00930205415499533,0.00747729238754325,0.00767533936651584,0.0147504456327986,0.0138305322128852,0.0460584686363233,0.0365099961553249,0.0205813794049088,0.0174938725490196,0.0259135472370767,0.0381598793363499,0.046171955624355,0.0377797001153403
71,976.054528,1,30754168.3599,0.0218565747977513,0.0234625668449198,0.0181856295149639,0.0131535947712418,0.0104959630911188,0.0107899698340875,0.0202176564405667,0.0191576630652261,0.0725334930352231,0.0576316801230296,0.0327025915261209,0.0270450367647059,0.0412967914438503,0.0608157365510307,0.0736003611971104,0.0560640138408304
72,976.05952,4,30754175.5213,0.173087206910736,0.21608936963215,0.207440015479876,0.15859243697479,0.0522455305651672,0.0219381598793363,0.0541303124120462,0.166031412565026,0.0747271759382486,0.0617647058823529,0.0396407514054573,0.0310585171568627,0.0429991087344029,0.061701860231272,0.0739647832817338,0.0643713956170704
73,976.064512,2,30754178.023,0.0156382832853421,0.0172986549991898,0.0130353457172343,0.00934173669467787,0.00749891868512111,0.00767722473604827,0.0146589736373018,0.0138505402160864,0.0461338834176204,0.0363994617454825,0.0206362265185795,0.0175245098039216,0.025975935828877,0.038229009552539,0.0462203302373581,0.0376931949250288
74,976.069504,1,30754183.0104,0.0261003702180173,0.0280201750121536,0.0216234520123839,0.015562558356676,0.0123323961937716,0.012724358974359,0.0241744066047472,0.0228791516606643,0.0870175672078786,0.0690599769319492,0.0389620183737831,0.0324984681372549,0.0496033868092692,0.0731146304675716,0.0883320433436532,0.0672347174163783
75,976.074528,4,30754187.997,0.165922802687509,0.208102414519527,0.201502837977296,0.154416433239963,0.049001585928489,0.0187594268476621,0.0474012571535791,0.159893957583033,0.0502994410433857,0.0424452133794694,0.0288221582339229,0.0219669117647059,0.0292201426024955,0.041025641025641,0.0493453302373581,0.0457670126874279
76,976.07952,2,30754192.9837,0.0232346085287262,0.0254739912493923,0.0191176470588235,0.0136904761904762,0.0106275230680507,0.0110633484162896,0.0213692654095131,0.0201780712284914,0.0715686274509804,0.0565119184928874,0.0319964349376114,0.0268918504901961,0.0405882352941176,0.0594771241830065,0.0717847007223942,0.0573125720876586
77,976.084512,1,30754197.9703,0.0214657891128479,0.0229987036136769,0.0178470072239422,0.0130065359477124,0.0103770184544406,0.0106674208144796,0.0198541138943616,0.0186574629851941,0.0709963623458433,0.0566993464052288,0.0321472645002057,0.0267233455882353,0.0403832442067736,0.0597913524384113,0.0723877708978328,0.0552450980392157
78,976.089504,4,30754202.8177,0.165867955573838,0.207968724679955,0.201360939112487,0.154507469654528,0.048951124567474,0.0187405731523379,0.0474997654564218,0.159703881552621,0.0501574838080028,0.042560553633218,0.0285890580008227,0.0219975490196078,0.0291354723707665,0.0410759175465058,0.0492227812177503,0.0456978085351788
79,976.094528,2,30754202.8177,0.0275298231180584,0.0303232863393291,0.0227521929824561,0.0162418300653595,0.0126585928489043,0.0130429864253394,0.0252579979360165,0.0240396158463385,0.0863166533581758,0.0684832756632065,0.0384958179075826,0.0322457107843137,0.0490864527629234,0.0722536450477627,0.0870549535603715,0.0684111880046136
80,976.09952,1,30754202.8177,0.0144624982860277,0.0155201750121536,0.0119453044375645,0.00867880485527544,0.00730428200692042,0.00745286576168929,0.0136598179941833,0.0126350540216086,0.0470166799751575,0.0377931564782776,0.0210818593171534,0.0177083333333333,0.026626559714795,0.0393225238813474,0.0480424406604747,0.0367156862745098
81,976.104512,4,30754218.6923,0.17315233785822,0.21643979906012,0.207875386996904,0.158648459383754,0.0522707612456747,0.0221323529411765,0.0541842574350314,0.16625650260104,0.0758406530032828,0.062677816224529,0.0400589606471959,0.0314874387254902,0.0437789661319073,0.0627325289089995,0.0751451238390093,0.0652595155709342
82,976.109504,2,30754223.0663,0.0228506787330317,0.0252754820936639,0.018937048503612,0.0135574229691877,0.0106022923875433,0.0109973604826546,0.0212050849047753,0.0200980392156863,0.0707368467749091,0.0559544405997693,0.0315370903606198,0.0265625,0.0402139037433155,0.0589869281045752,0.0711300309597523,0.0566262975778547
83,976.114528,1,30754228.0466,0.0144282188399835,0.0153378706854643,0.0117937306501548,0.00866479925303455,0.00728986447520184,0.00743212669683258,0.0133947837508209,0.0124949979991997,0.0464865584242747,0.037322183775471,0.0210750034279446,0.0175857843137255,0.0263502673796791,0.0392156862745098,0.0474941950464396,0.036381199538639
84,976.11952,4,30754233.0427,0.177910324969148,0.221222249230271,0.211303534571723,0.161295518207283,0.0542549740484429,0.0241289592760181,0.0583403696406792,0.170418167266907,0.0909524443261467,0.0746876201460976,0.0466200466200466,0.0372931985294118,0.0522727272727273,0.0751696832579185,0.0907249742002064,0.0767474048442907
85,976.124512,2,30754238.0222,0.0157136980666392,0.0174769081186193,0.0131385448916409,0.00937675070028011,0.00750432525951557,0.0077658371040724,0.0149169715733183,0.0137855142056823,0.046388962824949,0.0365292195309496,0.0208350473056355,0.0173560049019608,0.0262878787878788,0.0386186525892408,0.0465428276573787,0.0379152249134948
86,976.129504,1,30754243.0127,0.0217023172905526,0.023201263976665,0.0179856811145511,0.0131349206349206,0.0104959630911188,0.0107070135746606,0.0200792757294305,0.0189625850340136,0.0718902493123946,0.0571751249519416,0.0324763471822295,0.0268612132352941,0.04099376114082,0.0604826546003017,0.0731778895768834,0.0556603229527105
