FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G,Region1R
67,382.011104,2,0,0,0,0,0,0.00485785514000944,0.0118664171748492
68,382.027776,1,0,0,0,0,0,0.00534455787943215,0.01346298531618
69,382.044448,2,0,0,0,0,0,0.00482532230083131,0.0118631265153861
70,382.06112,1,0,0,0,0,0,0.00534126160057269,0.0135098024258143
71,382.077792,2,0,0,0,0,0,0.00486072146945245,0.0118789815109811
72,382.094464,1,0,0,0,0,0,0.00534785415829161,0.0135213197339352
73,382.111104,2,0,0,0,0,0,0.00483764751743624,0.011891545847113
74,382.127776,1,0,0,0,0,0,0.00534599104415366,0.0134854216307013
75,382.144448,2,0,0,0,0,0,0.0048426635939615,0.0119018665517927
76,382.16112,1,0,0,0,0,0,0.00532965296632851,0.0134719598419885
77,382.17776,2,0,0,0,0,0,0.00482231265491615,0.0118789815109811
78,382.194432,1,0,0,0,0,0,0.0053637622867003,0.0134558056955332
79,382.211104,2,0,0,0,0,0,0.00483277475738313,0.0118821225950141
80,382.227776,1,0,0,0,0,0,0.0053614692231459,0.0135108494538253
81,382.244448,2,0,0,0,0,0,0.00481357035011497,0.0118976784397488
82,382.26112,1,0,0,0,0,0,0.00533911185349044,0.013493648279359
83,382.27776,2,0,0,0,0,0,0.0048215960725554,0.0119062042392668
84,382.294432,1,0,0,0,0,0,0.00534943063948526,0.0134855712061314
85,382.311104,2,0,0,0,0,0,0.00483621435271474,0.0118906483945321
86,382.327776,1,0,0,0,0,0,0.00535516329837128,0.0135032211068881
87,382.344448,2,0,0,0,0,0,0.00484911283520827,0.0118724001920549
88,382.361088,1,0,0,0,0,0,0.00536017937489654,0.0134896097427452
89,382.37776,2,0,0,0,0,0,0.00484538660693236,0.011873596795496
90,382.394432,1,0,0,0,0,0,0.00534828410770806,0.0134920029496275
91,382.411104,2,0,0,0,0,0,0.00485498881056644,0.0119220592348618
92,382.427776,1,0,0,0,0,0,0.00534570441120935,0.0134759983786023
93,382.444448,2,0,0,0,0,0,0.00485040268345762,0.0119114393793218
94,382.461088,1,0,0,0,0,0,0.00535888952664719,0.0135080075206526
95,382.47776,2,0,0,0,0,0,0.00481815647722379,0.0118798789635619
96,382.494432,1,0,0,0,0,0,0.00532950964985636,0.0134616391373087
97,382.511104,2,0,0,0,0,0,0.00483994058099065,0.0119138325862041
98,382.527744,1,0,0,0,0,0,0.0053267866368855,0.013498883419414
99,382.544448,2,0,0,0,0,0,0.00483148490913377,0.0118724001920549
100,382.561088,1,0,0,0,0,0,0.00533380914402087,0.0135077083697923
101,382.57776,2,0,0,0,0,0,0.00482689878202496,0.0118750925497974
102,382.594432,1,0,0,0,0,0,0.00533266261224367,0.013499930447425
103,382.611104,2,0,0,0,0,0,0.00482861857969077,0.0118685112308712
104,382.627744,1,0,0,0,0,0,0.00533022623221711,0.0134897593181754
105,382.644416,2,0,0,0,0,0,0.00483420792210463,0.0118966314117378
106,382.661088,1,0,0,0,0,0,0.00535344350070548,0.0134863190832821
107,382.67776,2,0,0,0,0,0,0.00483678761860334,0.0118827208967346
108,382.694432,1,0,0,0,0,0,0.00535745636192569,0.0134818318203779
109,382.711072,2,0,0,0,0,0,0.00480783769122896,0.0118540024141474
110,382.727744,1,0,0,0,0,0,0.00535000390537387,0.0135008279000058
111,382.744416,2,0,0,0,0,0,0.00481887305958454,0.0119014178255023
112,382.761088,1,0,0,0,0,0,0.00537107142677997,0.0134921525250576
113,382.77776,2,0,0,0,0,0,0.00483865073274129,0.0119068025409874
114,382.794432,1,0,0,0,0,0,0.00533696210640818,0.0134734555962899
115,382.811072,2,0,0,0,0,0,0.0048611514188689,0.011901118674642
116,382.827744,1,0,0,0,0,0,0.00535745636192569,0.0134653785230623
117,382.844416,2,0,0,0,0,0,0.00482890521263507,0.0118982767414693
118,382.861088,1,0,0,0,0,0,0.00536462218553321,0.0134701649368268
119,382.87776,2,0,0,0,0,0,0.00483062501030087,0.0118572930736106
120,382.8944,1,0,0,0,0,0,0.00532807648513486,0.0134743530488708
121,382.911072,2,0,0,0,0,0,0.00483420792210463,0.011866267599419
122,382.927744,1,0,0,0,0,0,0.00535774299486999,0.0134694170596761
123,382.944416,2,0,0,0,0,0,0.00483105495971732,0.0118827208967346
124,382.961088,1,0,0,0,0,0,0.00533595889110313,0.0134828788483888
125,382.977728,2,0,0,0,0,0,0.00482962179499582,0.011869408683452
126,382.9944,1,0,0,0,0,0,0.00534928732301311,0.0134584980532758
127,383.011072,2,0,0,0,0,0,0.00483334802327173,0.0118749429743673
128,383.027744,1,0,0,0,0,0,0.0053236336744982,0.0134858703569917
129,383.044416,2,0,0,0,0,0,0.00482661214908066,0.0118652205714081
130,383.061056,1,0,0,0,0,0,0.00536304570433955,0.0134740538980105
131,383.077728,2,0,0,0,0,0,0.00482431908552625,0.0118888534893704
132,383.0944,1,0,0,0,0,0,0.00533481235932593,0.0134845241781204
133,383.111072,2,0,0,0,0,0,0.0048406571633514,0.0118876568859293
134,383.127744,1,0,0,0,0,0,0.00532005076269444,0.0134834771501094
135,383.144416,2,0,0,0,0,0,0.00484710640459817,0.011904259758675
136,383.161056,1,0,0,0,0,0,0.00535401676659408,0.0134737547471502
137,383.177728,2,0,0,0,0,0,0.00483177154207807,0.0118516092072652
138,383.1944,1,0,0,0,0,0,0.00530973197669961,0.0134894601673151
139,383.211072,2,0,0,0,0,0,0.00481801316075164,0.0118821225950141
140,383.227744,1,0,0,0,0,0,0.00531990744622229,0.0134878148375835
141,383.244416,2,0,0,0,0,0,0.00482661214908066,0.0118695582588822
142,383.261056,1,0,0,0,0,0,0.00535888952664719,0.0135017253525867
143,383.277728,2,0,0,0,0,0,0.00483893736568559,0.01186731462743
144,383.2944,1,0,0,0,0,0,0.00532406362391465,0.0134797377643559
145,383.311072,2,0,0,0,0,0,0.00486201131770181,0.0118909475453924
146,383.327712,1,0,0,0,0,0,0.00532105397799949,0.0134800369152162
147,383.344416,2,0,0,0,0,0,0.00483377797268818,0.0118777849075399
148,383.361056,1,0,0,0,0,0,0.00536447886906105,0.0134900584690356
149,383.377728,2,0,0,0,0,0,0.00483865073274129,0.0118858619807676
150,383.3944,1,0,0,0,0,0,0.00535043385479032,0.0135051655874799
151,383.411072,2,0,0,0,0,0,0.00481113397008842,0.0118641735433971
152,383.427712,1,0,0,0,0,0,0.00533151608046647,0.0134565535726839
153,383.444384,2,0,0,0,0,0,0.00482847526321862,0.0118658188731286
154,383.461056,1,0,0,0,0,0,0.00533481235932593,0.0134644810704814
155,383.477728,2,0,0,0,0,0,0.00484638982223741,0.0118933407522747
156,383.4944,1,0,0,0,0,0,0.00534011506879549,0.0134813830940874
157,383.511072,2,0,0,0,0,0,0.00484452670809946,0.011868361655441
158,383.527712,1,0,0,0,0,0,0.00532177056036024,0.0134614895618786
159,383.544384,2,0,0,0,0,0,0.00482259928786045,0.0118534041124269
160,383.561056,1,0,0,0,0,0,0.00535358681717763,0.0134643314950513
161,383.577728,2,0,0,0,0,0,0.00484739303754247,0.0118867594333484
162,383.5944,1,0,0,0,0,0,0.00534685094298656,0.0134543099412318
163,383.61104,2,0,0,0,0,0,0.00483076832677302,0.0118846653773265
164,383.627712,1,0,0,0,0,0,0.00534799747476376,0.0134770454066133
165,383.644384,2,0,0,0,0,0,0.0048400838974628,0.0118540024141474
166,383.661056,1,0,0,0,0,0,0.0053242069403868,0.0134613399864485
167,383.677728,2,0,0,0,0,0,0.0048236025031655,0.0118661180239889
168,383.6944,1,0,0,0,0,0,0.00533022623221711,0.0135042681348991
169,383.71104,2,0,0,0,0,0,0.00481672331250228,0.0118697078343123
170,383.727712,1,0,0,0,0,0,0.00533122944752216,0.0134768958311832
171,383.744384,2,0,0,0,0,0,0.00483463787152108,0.0118348567590893
172,383.761056,1,0,0,0,0,0,0.00531761438266788,0.0134430917839712
173,383.777728,2,0,0,0,0,0,0.00483607103624259,0.0118388952957031
174,383.794368,1,0,0,0,0,0,0.00534728089240301,0.013451318432629
175,383.81104,2,0,0,0,0,0,0.00485025936698547,0.0118975288643186
176,383.827712,1,0,0,0,0,0,0.00532091066152734,0.0134632844670403
177,383.844384,2,0,0,0,0,0,0.00481615004661368,0.0118664171748492
178,383.861056,1,0,0,0,0,0,0.00532635668746905,0.0134558056955332
179,383.877696,2,0,0,0,0,0,0.00483076832677302,0.011890498819102
180,383.894368,1,0,0,0,0,0,0.00533280592871582,0.0134474294714453
181,383.91104,2,0,0,0,0,0,0.00481113397008842,0.0118655197222683
182,383.927712,1,0,0,0,0,0,0.00535473334895483,0.0134722589928488
183,383.944384,2,0,0,0,0,0,0.00483377797268818,0.0118604341576435
184,383.961024,1,0,0,0,0,0,0.00532850643455131,0.0134561048463935
185,383.977696,2,0,0,0,0,0,0.00483363465621603,0.0118424851060265
186,383.994368,1,0,0,0,0,0,0.00533208934635507,0.0134136254242333
187,384.01104,2,0,0,0,0,0,0.00480783769122896,0.0118128691708585
188,384.027712,1,0,0,0,0,0,0.00533853858760184,0.0134418951805301
189,384.044384,2,0,0,0,0,0,0.00480497136178595,0.011841886804306
190,384.061024,1,0,0,0,0,0,0.00529439711417952,0.0134525150360701
191,384.077696,2,0,0,0,0,0,0.0048244624019984,0.011869408683452
192,384.094368,1,0,0,0,0,0,0.00532062402858304,0.0134475790468754
193,384.11104,2,0,0,0,0,0,0.00483578440329829,0.0118614811856545
194,384.127712,1,0,0,0,0,0,0.0053242069403868,0.0135092041240938
195,384.144384,2,0,0,0,0,0,0.00481113397008842,0.0118332114293578
196,384.161024,1,0,0,0,0,0,0.00531245498967046,0.0134243948552035
197,384.177696,2,0,0,0,0,0,0.00482259928786045,0.0118086810588146
198,384.194368,1,0,0,0,0,0,0.00533337919460442,0.0134399506999382
199,384.21104,2,0,0,0,0,0,0.00482603888319206,0.0118866098579183
200,384.22768,1,0,0,0,0,0,0.00531130845789326,0.0134412968788095
201,384.244384,2,0,0,0,0,0,0.00481027407125552,0.0118557973193091
202,384.261024,1,0,0,0,0,0,0.00531087850847681,0.0134531133377907
203,384.277696,2,0,0,0,0,0,0.00480812432417326,0.0118520579335556
204,384.294368,1,0,0,0,0,0,0.00533022623221711,0.0134284333918173
205,384.311008,2,0,0,0,0,0,0.00481772652780734,0.0118553485930187
206,384.32768,1,0,0,0,0,0,0.00533538562521453,0.0134561048463935
207,384.344384,2,0,0,0,0,0,0.00482732873144141,0.0118565451964598
208,384.361024,1,0,0,0,0,0,0.00532234382624884,0.0134556561201031
209,384.377696,2,0,0,0,0,0,0.00481958964194529,0.0118317156750564
210,384.394368,1,0,0,0,0,0,0.00533509899227023,0.0134538612149414
211,384.411008,2,0,0,0,0,0,0.0048426635939615,0.0118315660996262
212,384.42768,1,0,0,0,0,0,0.00533825195465753,0.0134565535726839
213,384.444384,2,0,0,0,0,0,0.00482044954077819,0.0118430834077471
214,384.461024,1,0,0,0,0,0,0.00533079949810571,0.0134631348916102
215,384.477696,2,0,0,0,0,0,0.00480468472884165,0.0118257326578507
216,384.494368,1,0,0,0,0,0,0.00532821980160701,0.0134598442321471
217,384.511008,2,0,0,0,0,0,0.00481543346425293,0.0118323139767769
218,384.52768,1,0,0,0,0,0,0.00531116514142111,0.0134546090920921
219,384.544384,2,0,0,0,0,0,0.00481041738772767,0.0118432329831773
220,384.561024,1,0,0,0,0,0,0.00531933418033368,0.0134568527235442
221,384.577664,2,0,0,0,0,0,0.00480683447592391,0.0118236386018287
222,384.594368,1,0,0,0,0,0,0.00531259830614262,0.0134495235274673
223,384.611008,2,0,0,0,0,0,0.00481500351483648,0.0118311173733358
224,384.62768,1,0,0,0,0,0,0.00532320372508174,0.0134033047195535
225,384.644384,2,0,0,0,0,0,0.00480755105828466,0.0118155615286011
226,384.661024,1,0,0,0,0,0,0.00531632453441853,0.0134520663097797
227,384.677664,2,0,0,0,0,0,0.00481615004661368,0.0118433825586074
228,384.694368,1,0,0,0,0,0,0.00528852113882135,0.0134309761741297
229,384.711008,2,0,0,0,0,0,0.00481557678072508,0.0117940226666607
230,384.72768,1,0,0,0,0,0,0.00533237597929937,0.0134478781977357
231,384.744384,2,0,0,0,0,0,0.00482259928786045,0.011823937752689
232,384.760992,1,0,0,0,0,0,0.00533051286516141,0.0134390532473574
233,384.777664,2,0,0,0,0,0,0.00479192956282027,0.0118026980416089
234,384.794368,1,0,0,0,0,0,0.00530729559667305,0.0134276855146666
235,384.811008,2,0,0,0,0,0,0.00481242381833777,0.0118649214205478
236,384.82768,1,0,0,0,0,0,0.00529525701301242,0.013414373301384
237,384.844384,2,0,0,0,0,0,0.00481471688189218,0.0118089802096748
238,384.860992,1,0,0,0,0,0,0.00531646785089068,0.0134632844670403
239,384.877664,2,0,0,0,0,0,0.00481844311016809,0.011807035729083
240,384.894368,1,0,0,0,0,0,0.00530442926723004,0.0134454849908535
241,384.911008,2,0,0,0,0,0,0.00481099065361627,0.0118020997398883
242,384.92768,1,0,0,0,0,0,0.00531302825555907,0.0133934327411642
243,384.944384,2,0,0,0,0,0,0.00479622905698478,0.0118236386018287
244,384.960992,1,0,0,0,0,0,0.00532033739563874,0.0134225999500418
245,384.977664,2,0,0,0,0,0,0.00482560893377561,0.0118311173733358
246,384.994368,1,0,0,0,0,0,0.00527805903635437,0.0134324719284311
247,385.010976,2,0,0,0,0,0,0.00480081518409359,0.0118390448711333
248,385.027616,1,0,0,0,0,0,0.00528407832818469,0.0134009115126713
249,385.044352,2,0,0,0,0,0,0.00480009860173284,0.0117941722420908
250,385.06096,1,0,0,0,0,0,0.00530127630484274,0.0134541603658017
251,385.077632,2,0,0,0,0,0,0.00481657999603013,0.0117989586558554
252,385.094336,1,0,0,0,0,0,0.00529296394945801,0.0134303778724092
253,385.110944,2,0,0,0,0,0,0.00479493920873543,0.0117717359275696
254,385.127616,1,0,0,0,0,0,0.00530170625425919,0.0134457841417137
