FrameCounter,Timestamp,LedState,Stimulation,Output0,Output1,Input0,Input1,Region0G,Region1R
26,381.327808,1,0,0,0,0,0,0.00533653215699173,0.0134966397879619
27,381.34448,2,0,0,0,0,0,0.00483936731510204,0.0118816738687236
28,381.361152,1,0,0,0,0,0,0.00536576871731041,0.0134700153613967
29,381.377824,2,0,0,0,0,0,0.00484982941756902,0.0118722506166247
30,381.394464,1,0,0,0,0,0,0.0053614692231459,0.0135080075206526
31,381.411136,2,0,0,0,0,0,0.00482589556671991,0.011892592875124
32,381.427808,1,0,0,0,0,0,0.00536605535025471,0.0134857207815615
33,381.44448,2,0,0,0,0,0,0.0048400838974628,0.0118881056122197
34,381.461152,1,0,0,0,0,0,0.00535387345012193,0.013461938288169
35,381.477792,2,0,0,0,0,0,0.0048420903280729,0.0118709044377534
36,381.494464,1,0,0,0,0,0,0.00535946279253579,0.0134827292729587
37,381.511136,2,0,0,0,0,0,0.00481686662897443,0.0118822721704442
38,381.527808,1,0,0,0,0,0,0.00531446142028057,0.0134697162105364
39,381.54448,2,0,0,0,0,0,0.00484796630343107,0.0118821225950141
40,381.56112,1,0,0,0,0,0,0.00532091066152734,0.0134870669604328
41,381.577792,2,0,0,0,0,0,0.00482919184557937,0.0118635752416765
42,381.594464,1,0,0,0,0,0,0.00534871405712451,0.0134822805466683
43,381.611136,2,0,0,0,0,0,0.00483506782093753,0.0118551990175886
44,381.627808,1,0,0,0,0,0,0.00534670762651441,0.0134776437083339
45,381.644448,2,0,0,0,0,0,0.00484939946815257,0.0119030631552339
46,381.66112,1,0,0,0,0,0,0.0053640489196446,0.0134780924346243
47,381.677792,2,0,0,0,0,0,0.00483191485855023,0.0118922937242637
48,381.694464,1,0,0,0,0,0,0.00533194602988292,0.0134748017751612
49,381.711136,2,0,0,0,0,0,0.00481170723597702,0.0119015674009325
50,381.727808,1,0,0,0,0,0,0.00536218580550665,0.0134908063461863
51,381.74448,2,0,0,0,0,0,0.00484381012573871,0.0118940886294254
52,381.76112,1,0,0,0,0,0,0.00534584772768151,0.0134673230036541
53,381.777792,2,0,0,0,0,0,0.00482861857969077,0.011872549767485
54,381.794464,1,0,0,0,0,0,0.00532334704155389,0.0134749513505913
55,381.811136,2,0,0,0,0,0,0.00483879404921344,0.0118937894785651
56,381.827776,1,0,0,0,0,0,0.00534799747476376,0.0134897593181754
57,381.844448,2,0,0,0,0,0,0.00485455886114999,0.0119079991444285
58,381.86112,1,0,0,0,0,0,0.005382536744552,0.013513691386998
59,381.877792,2,0,0,0,0,0,0.00483277475738313,0.0118680625045807
60,381.894464,1,0,0,0,0,0,0.00537121474325212,0.0134762975294626
61,381.911104,2,0,0,0,0,0,0.00485169253170698,0.0119129351336232
62,381.927776,1,0,0,0,0,0,0.00535258360187257,0.0134780924346243
63,381.944448,2,0,0,0,0,0,0.00484552992340451,0.0119054563621161
64,381.96112,1,0,0,0,0,0,0.00532979628280066,0.0134906567707562
65,381.977792,2,0,0,0,0,0,0.00484509997398806,0.0118475706706514
66,381.994464,1,0,0,0,0,0,0.00530758222961735,0.01349469530737
