A,30551307.891200002
B,30552738.9824
C,30553355.008000001
D,30555099.264000002
A,30556595.4432
B,30557667.558400001
C,30559667.84
D,30560883.980800003
A,30562036.121600002
B,30563036.249600001
C,30564164.377600003
D,30565700.582400002
